question,key
To what extent are you concerned or not concerned about affording your energy bills this winter?,341
"SUMMARY - (Rank 1-3): Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",342
"SUMMARY - (Rank 1-5): Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",343
"Immigration allowing highly skilled people to fill jobs where there is a labour shortage: Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",344
"Immigration bringing in more people of working age who contribute to the UK in taxes: Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",345
"Immigration allowing people to fill low-paid jobs that British workers won't do: Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",346
"Immigration bringing in people with fresh ideas to star businesses and create jobs: Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",347
"Immigration bringing in foreign students to fund universities and make them more vibrant: Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",348
"Immigration enriching British culture and making it more diverse: Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",349
"Immigration allowing people to come to the UK to claim welfare for themselves and their family: Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",350
"Immigration increasing the pressure and demand on public services: Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",351
"Immigration increasing the pressure and demand for housing: Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",352
"Immigration damaging Britain's own culture and traditions: Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",353
"Immigration undercutting the wages of British workers: Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",354
"Immigration allowing those with extremist views into the UK: Thinking of the following possible impacts of immigration, please rank them in order of importance to you.",355
SUMMARY - (Sum: More): To what extent would you allow more or less of each of the following types of immigration?,356
SUMMARY - (Sum: Less): To what extent would you allow more or less of each of the following types of immigration?,357
People escaping war or persecution in their own country: To what extent would you allow more or less of each of the following types of immigration?,358
Wealthy individuals looking to invest in the UK: To what extent would you allow more or less of each of the following types of immigration?,359
People looking to work in the health and social care sectors: To what extent would you allow more or less of each of the following types of immigration?,360
People with family already in the UK: To what extent would you allow more or less of each of the following types of immigration?,361
People paying to study in the UK: To what extent would you allow more or less of each of the following types of immigration?,362
Highly educated people looking for high-paid jobs in the UK: To what extent would you allow more or less of each of the following types of immigration?,363
People looking for low-paid work with lower levels of education: To what extent would you allow more or less of each of the following types of immigration?,364
Summary - Has a problem with anti-Semitism : Which statement best describes your view about each of the following political parties?,365
Conservative Party : Which statement best describes your view about each of the following political parties?,366
Labour Party : Which statement best describes your view about each of the following political parties?,367
Liberal Democrats : Which statement best describes your view about each of the following political parties?,368
Green Party : Which statement best describes your view about each of the following political parties?,369
Reform UK : Which statement best describes your view about each of the following political parties?,370
Summary - Has a problem with Islamophobia : Which statement best describes your view about each of the following political parties?,371
Summary - Has a problem with Transphobia : Which statement best describes your view about each of the following political parties?,372
Conservative Party: Which statement best describes your view about each of the following political parties?,373
Labour Party: Which statement best describes your view about each of the following political parties?,374
Liberal Democrats: Which statement best describes your view about each of the following political parties?,375
Green Party: Which statement best describes your view about each of the following political parties?,376
Reform UK: Which statement best describes your view about each of the following political parties?,377
Summary Net Good: To what extent would you say that Keir Starmer has done a good or bad job in each of the following areas since becoming Labour leader?,378
Improving Labour's image : To what extent would you say that Keir Starmer has done a good or bad job in each of the following areas since becoming Labour leader?,379
Dealing with allegations of anti-Semitism in the party : To what extent would you say that Keir Starmer has done a good or bad job in each of the following areas since becoming Labour leader?,380
Making Labour electable : To what extent would you say that Keir Starmer has done a good or bad job in each of the following areas since becoming Labour leader?,381
Holding the government to account : To what extent would you say that Keir Starmer has done a good or bad job in each of the following areas since becoming Labour leader?,382
Presenting a clear vision of what Labour stands for : To what extent would you say that Keir Starmer has done a good or bad job in each of the following areas since becoming Labour leader?,383
Taking a lead during the coronavirus crisis : To what extent would you say that Keir Starmer has done a good or bad job in each of the following areas since becoming Labour leader?,384
Having a clear position on Brexit : To what extent would you say that Keir Starmer has done a good or bad job in each of the following areas since becoming Labour leader?,385
Presenting a credible economic alternative : To what extent would you say that Keir Starmer has done a good or bad job in each of the following areas since becoming Labour leader?,386
"Summary Support : Assuming that the reasons for industrial action (going on strike), is related to disputes over pay and conditions (i.e. a workforce or union does not believe that the pay rise offered is satisfactory), to what extent would you support or oppose each of the following going on strike?",387
"Summary Oppose : Assuming that the reasons for industrial action (going on strike), is related to disputes over pay and conditions (i.e. a workforce or union does not believe that the pay rise offered is satisfactory), to what extent would you support or oppose each of the following going on strike?",388
"Nurses : Assuming that the reasons for industrial action (going on strike), is related to disputes over pay and conditions (i.e. a workforce or union does not believe that the pay rise offered is satisfactory), to what extent would you support or oppose each of the following going on strike?",389
"Junior doctors : Assuming that the reasons for industrial action (going on strike), is related to disputes over pay and conditions (i.e. a workforce or union does not believe that the pay rise offered is satisfactory), to what extent would you support or oppose each of the following going on strike?",390
"Senior doctors/Consultants : Assuming that the reasons for industrial action (going on strike), is related to disputes over pay and conditions (i.e. a workforce or union does not believe that the pay rise offered is satisfactory), to what extent would you support or oppose each of the following going on strike?",391
"Ambulance drivers : Assuming that the reasons for industrial action (going on strike), is related to disputes over pay and conditions (i.e. a workforce or union does not believe that the pay rise offered is satisfactory), to what extent would you support or oppose each of the following going on strike?",392
"NHS support staff (e.g. maintenance, catering) : Assuming that the reasons for industrial action (going on strike), is related to disputes over pay and conditions (i.e. a workforce or union does not believe that the pay rise offered is satisfactory), to what extent would you support or oppose each of the following going on strike?",393
To what extent would you say you have been affected by junior doctors striking in the past year?,394
Which of the following is most to blame for junior doctors taking industrial action (strikes)?,395
Which of the following do you sympathise with most?,396
Sum: Support : To what extent do you support or oppose each of the following policies?,397
Sum: Oppose : To what extent do you support or oppose each of the following policies?,398
Abolishing inheritance tax : To what extent do you support or oppose each of the following policies?,399
Reinstating fracking (the process of extracting shale gas) : To what extent do you support or oppose each of the following policies?,400
Removing the cap on banker's bonuses : To what extent do you support or oppose each of the following policies?,401
Keeping the existing rate of corporation tax at 25% : To what extent do you support or oppose each of the following policies?,402
"Abolishing the 45% top rate of income tax for people earning over £125,000 a year : To what extent do you support or oppose each of the following policies?",403
Scrap 'green levies' from energy bills : To what extent do you support or oppose each of the following policies?,404
Putting the independent Bank of England under governmental control : To what extent do you support or oppose each of the following policies?,405
Financially deregulate the City of London : To what extent do you support or oppose each of the following policies?,406
"Sum: Conservative : And thinking about the following policies, do they sound like more of a Conservative policy, or more of a Labour policy?",407
"Sum: Labour : And thinking about the following policies, do they sound like more of a Conservative policy, or more of a Labour policy?",408
"Abolishing inheritance tax: And thinking about the following policies, do they sound like more of a Conservative policy, or more of a Labour policy?",409
"Reinstating fracking (the process of extracting shale gas): And thinking about the following policies, do they sound like more of a Conservative policy, or more of a Labour policy?",410
"Removing the cap on banker's bonuses: And thinking about the following policies, do they sound like more of a Conservative policy, or more of a Labour policy?",411
"Keeping the existing rate of corporation tax at 25%: And thinking about the following policies, do they sound like more of a Conservative policy, or more of a Labour policy?",412
"Abolishing the 45% top rate of income tax for people earning over £125,000 a year: And thinking about the following policies, do they sound like more of a Conservative policy, or more of a Labour policy?",413
"Scrap 'green levies' from energy bills: And thinking about the following policies, do they sound like more of a Conservative policy, or more of a Labour policy?",414
"Putting the independent Bank of England under governmental control: And thinking about the following policies, do they sound like more of a Conservative policy, or more of a Labour policy?",415
"Financially deregulate the City of London: And thinking about the following policies, do they sound like more of a Conservative policy, or more of a Labour policy?",416
"Compared to 2010, to what extent do you think Britain is in a better place now, a worse place now, or about the same?",417
"Economy : To what extent would you say that each of the following is, or is not, a priority for the government at the moment?",418
"Healthcare : To what extent would you say that each of the following is, or is not, a priority for the government at the moment?",419
"Education : To what extent would you say that each of the following is, or is not, a priority for the government at the moment?",420
"Immigration : To what extent would you say that each of the following is, or is not, a priority for the government at the moment?",421
"Climate change : To what extent would you say that each of the following is, or is not, a priority for the government at the moment?",422
"Thinking about the current government, to what extent would you say that they are more, or less corrupt than previous UK governments, or are they about the same?",423
"How much, if any, do you currently think you have in savings? By 'savings', we mean the total approximate value of money held in cash savings and the total current value of any investments. We do not mean investments in items such as property, art, wine, jewellery, or collectibles.",424
"How much, if at all, do you currently think you are in debt? By 'debt', we tend to include any of the following: consumer credit agreements, such as motor finance and personal loans; non‑regulated loans, i.e. deferred payment credit, as well as student loans and loans from friends or family; employer salary advance schemes; loans from unlicensed moneylenders or other informal lenders (i.e. illegal moneylenders).",425
"The economy in general: To what extent do you expect each of the following to get better or worse in YYYY, or will it stay about the same?",426
"Your personal financial situation: To what extent do you expect each of the following to get better or worse in YYYY, or will it stay about the same?",427
"When it comes to your personal finances, to what extent would you describe yourself as a spender, or a saver?",428
"To what extent would a reduction in interest rates make you better or worse off financially, or would it have no impact?",429
"To what extent would a reduction in inflation make you better or worse off financially, or would it have no impact?",430
To what extent do you think it is appropriate or inappropriate for informal WhatsApp messages from elected and unelected government officials are made public as part of the Covid inquiry?,431
"NHS: Do you believe that each of the following should be ran by the public sector, or by the private sector?",432
"Schools: Do you believe that each of the following should be ran by the public sector, or by the private sector?",433
"Buses: Do you believe that each of the following should be ran by the public sector, or by the private sector?",434
"Water: Do you believe that each of the following should be ran by the public sector, or by the private sector?",435
"Railways: Do you believe that each of the following should be ran by the public sector, or by the private sector?",436
"Energy: Do you believe that each of the following should be ran by the public sector, or by the private sector?",437
"Postal service: Do you believe that each of the following should be ran by the public sector, or by the private sector?",438
"Prisons: Do you believe that each of the following should be ran by the public sector, or by the private sector?",439
"From what you've seen or heard, which of the following is closest to your view?",440
When do you think the next UK General Election should be held?,441
SUMMARY - (Top Rank): Which of the following policy issues are most important to you when deciding how to vote at the next General Election?,442
Other (please specify): Which of the following policy issues are most important to you when deciding how to vote at the next General Election?,443
The economy: To what extent do you think that the government is handling each of the following policy areas well or badly?,444
Inflation and the cost of living: To what extent do you think that the government is handling each of the following policy areas well or badly?,445
Immigration: To what extent do you think that the government is handling each of the following policy areas well or badly?,446
The NHS: To what extent do you think that the government is handling each of the following policy areas well or badly?,447
Housing: To what extent do you think that the government is handling each of the following policy areas well or badly?,448
Crime: To what extent do you think that the government is handling each of the following policy areas well or badly?,449
The environment and climate change: To what extent do you think that the government is handling each of the following policy areas well or badly?,450
Taxation: To what extent do you think that the government is handling each of the following policy areas well or badly?,451
Pensions: To what extent do you think that the government is handling each of the following policy areas well or badly?,452
Transport: To what extent do you think that the government is handling each of the following policy areas well or badly?,453
Education: To what extent do you think that the government is handling each of the following policy areas well or badly?,454
Britain's relationship with the EU: To what extent do you think that the government is handling each of the following policy areas well or badly?,455
SUMMARY - (Sum: Positive): To what extent do you think that each of the following outcomes in YYYY would be positive or negative?,456
SUMMARY - (Sum: Negative): To what extent do you think that each of the following outcomes in YYYY would be positive or negative?,457
Keir Starmer becoming UK Prime Minister after the next General Election: To what extent do you think that each of the following outcomes in YYYY would be positive or negative?,458
Rishi Sunak remaining UK Prime Minister after the next General Election: To what extent do you think that each of the following outcomes in YYYY would be positive or negative?,459
Donald Trump becoming US President after the next US Presidential Election: To what extent do you think that each of the following outcomes in YYYY would be positive or negative?,460
Joe Biden remaining US President after the next US Presidential Election: To what extent do you think that each of the following outcomes in YYYY would be positive or negative?,461
Nikki Haley becoming US President after the next US Presidential Election: To what extent do you think that each of the following outcomes in YYYY would be positive or negative?,462
Ron DeSantis becoming US President after the next US Presidential Election: To what extent do you think that each of the following outcomes in YYYY would be positive or negative?,463
"Looking at each pair of statements, which do you think best describes the Conservative Party?",464
"Looking at each pair of statements, which do you think best describes the Labour Party?",465
"Looking at each pair of statements, which do you think best describes Rishi Sunak?",466
"Looking at each pair of statements, which do you think best describes Keir Starmer?",467
"Looking at each pair of statements, which do you think best describes Donald Trump?",468
"Looking at each pair of statements, which do you think best describes Joe Biden?",469
SUMMARY - (Sum: Support): To what extent do you support or oppose each of the following in your local area?,470
SUMMARY - (Sum: Oppose): To what extent do you support or oppose each of the following in your local area?,471
New housing developments: To what extent do you support or oppose each of the following in your local area?,472
A new out-of-town shopping centre: To what extent do you support or oppose each of the following in your local area?,473
Pedestrianisation of your local high street: To what extent do you support or oppose each of the following in your local area?,474
The introduction of a localised low emissions zone: To what extent do you support or oppose each of the following in your local area?,475
The building of wind turbines: To what extent do you support or oppose each of the following in your local area?,476
A nuclear power station: To what extent do you support or oppose each of the following in your local area?,477
"To what extent do you believe global climate change to be man-made, or a natural occurrence?",478
To what extent do you believe climate change to be exaggerated or not?,479
SUMMARY - (Rank 2): Which of the following policy issues are most important to you when deciding how to vote at the next General Election?,480
SUMMARY - (Rank 3): Which of the following policy issues are most important to you when deciding how to vote at the next General Election?,481
SUMMARY - (Rank 4): Which of the following policy issues are most important to you when deciding how to vote at the next General Election?,482
SUMMARY - (Rank 5): Which of the following policy issues are most important to you when deciding how to vote at the next General Election?,483
SUMMARY - (Rank 6): Which of the following policy issues are most important to you when deciding how to vote at the next General Election?,484
SUMMARY - (Rank 7): Which of the following policy issues are most important to you when deciding how to vote at the next General Election?,485
What would you prefer for the UK?,486
"Prince Andrew, brother to King Charles, was this week named in US court documents relating to the deceased American pedophile and sex trafficker, Jeffery Epstein. In the documents, Andrew is again accused of having committed sexual assault against an underage girl in 2001 at a house in London, accusations that have been public since 2014. In 2021, the Metropolitan Police conducted a review of the evidence relating to the allegations against Prince Andrew but took no further action. Which of the following statements best describes your view?",487
"Anti-social behaviour (ASB) is conduct that causes harassment, alarm or distress to a person. How often, if at all, are you experiencing or witnessing anti-social behaviour in your local area?",488
You mentioned that you have experienced or witnessed anti-social behaviour in your local area. Has this behaviour ever made you feel any of the following?,489
"To what extent, if at all, has anti-social behaviour in your local area had a negative impact on your mental health?",490
"To what extent, if at all, are you confident in the ability of the police to tackle anti-social behaviour in your local area?",491
Dominic Raab: To what extent do you feel favourably or unfavourably towards each of the following?,492
How do you feel about the monarchy in the UK?,493
Should the UK?,494
Would you prefer for the UK?,495
"Do you consider yourself to be a carer? A carer is anyone, including children and adults, who looks after a family member, partner or friend who needs help because of their illness, frailty, disability, a mental health problem or an addiction and cannot cope without their support. The care they give is unpaid.",496
Which of the following best describes your current financial situation?,497
Do you have any of the following private health or dental insurance plans?,498
Does your workplace offer any of the following health-related workplace benefits?,499
"In the last 12 months, have you paid for a private health or dental care service? This could include a consultation, a medical procedure, a test or scan, getting medication, or any other private service. Please only select yes if you have personally paid to use private health services, including paying for health insurance or if you have accessed private care through a workplace scheme. This does not include receiving care through a private provider that was paid for by the NHS, nor routine payments for using NHS services, such as prescription charges or NHS dentistry.",500
You said that you used private health care in the last 12 months. Please indicate the reason / reasons why you paid for private health care.,501
"You said that you paid for private health care in the last 12 months. Did you access this service in England, elsewhere in the UK, or in another country?",502
"In the last 12 months, have you considered paying for private health care?",503
Please indicate the reason / reasons why you have considered paying for private health care:,504
You said that you used private dental care in the last 12 months. Please indicate the reasons why you paid for private dental care.,505
"In the last 12 months, has a professional working for the NHS advised you to consider paying for a private health service? For example, this could have been to avoid a waitlist, because the service you need wasn't offered by the NHS, or because you might have been able to get more appropriate care through a private provider.",506
"Summary Problem: To what extent would you say that homelessness is, or is not, a problem in each of the following areas?",507
"Summary Not a problem: To what extent would you say that homelessness is, or is not, a problem in each of the following areas?",508
"In your neighbourhood: To what extent would you say that homelessness is, or is not, a problem in each of the following areas?",509
"In the UK's big cities: To what extent would you say that homelessness is, or is not, a problem in each of the following areas?",510
"In the UK generally: To what extent would you say that homelessness is, or is not, a problem in each of the following areas?",511
"Summary Good job: To what extent do you think that, generally, the police in the UK do a good or bad job at each of the following?",512
"Summary Bad job: To what extent do you think that, generally, the police in the UK do a good or bad job at each of the following?",513
"Having a visible presence in your area : To what extent do you think that, generally, the police in the UK do a good or bad job at each of the following?",514
"Acting as a deterrent for criminal activity : To what extent do you think that, generally, the police in the UK do a good or bad job at each of the following?",515
"Policing peaceful protests in the UK : To what extent do you think that, generally, the police in the UK do a good or bad job at each of the following?",516
"Policing major events i.e. football matches : To what extent do you think that, generally, the police in the UK do a good or bad job at each of the following?",517
"Investigating major crimes : To what extent do you think that, generally, the police in the UK do a good or bad job at each of the following?",518
"Investigating minor crimes : To what extent do you think that, generally, the police in the UK do a good or bad job at each of the following?",519
Which of the following is closest to your view? 'The police in the UK...,520
Summary Well: To what extent do you think that the police handle each of the following types protests / demonstrations well or badly?,521
Summary Badly: To what extent do you think that the police handle each of the following types protests / demonstrations well or badly?,522
Pro-Palestine protests : To what extent do you think that the police handle each of the following types protests / demonstrations well or badly?,523
"Environmental protests e.g. Just Stop Oil, Extinction Rebellion : To what extent do you think that the police handle each of the following types protests / demonstrations well or badly?",524
Black Lives Matter protests : To what extent do you think that the police handle each of the following types protests / demonstrations well or badly?,525
Anti-lockdown protests : To what extent do you think that the police handle each of the following types protests / demonstrations well or badly?,526
Anti-Brexit protests : To what extent do you think that the police handle each of the following types protests / demonstrations well or badly?,527
"Which of the following, if any, best describes your sexuality?",528
Is the gender you identify with the same as your sex registered at birth?,529
"You said that you have at some stage experienced a form of sexual harassment in public. Did you ever report any incident(s) to the police, and if so how satisfied were you with the outcome?",530
"Being cat-called or wolf-whistled: When, if ever, have you experienced each of the following in the workplace?",531
"Being stared at: When, if ever, have you experienced each of the following in the workplace?",532
"Unwelcome touching, body rubbing or groping: When, if ever, have you experienced each of the following in the workplace?",533
"In-person indecent comments or jokes: When, if ever, have you experienced each of the following in the workplace?",534
"Unwelcome sexual advances or requests for sexual favours: When, if ever, have you experienced each of the following in the workplace?",535
"Being physically followed: When, if ever, have you experienced each of the following in the workplace?",536
"Indecent exposure: When, if ever, have you experienced each of the following in the workplace?",537
"Online indecent comments or jokes: When, if ever, have you experienced each of the following in the workplace?",538
"Sharing of suggestive or indecent content online or in-person: When, if ever, have you experienced each of the following in the workplace?",539
"Being forced into participating in sexual behaviour: When, if ever, have you experienced each of the following in the workplace?",540
"Had images taken and/or shared without your consent: When, if ever, have you experienced each of the following in the workplace?",541
"Other form of sexual harassment: When, if ever, have you experienced each of the following in the workplace?",542
"You said that you have at some stage experienced a form of sexual harassment in the workplace. Did you ever report any incident(s) to HR, and if so how satisfied were you with the outcome?",543
experience of harrassment net,544
Which of the following safety measures have you ever taken to feel safer in public?,545
"To the best of your knowledge, have any of your female friends or family taken the following safety measures to feel safer in public?",546
Have you ever taken any of the following measures to make women feel safer in public?,547
"Who, if anyone, do you believe needs to do more to better support women's safety in public?",548
To what extent do you have trust in the Crown Prosecution Service's (CPS) ability to prosecute crimes against women?,549
Pepper spray ('mace'): To what extent do you support or oppose making it legal for individuals to carry the following for self-defence purposes only?,550
Taser: To what extent do you support or oppose making it legal for individuals to carry the following for self-defence purposes only?,551
Collapsible baton: To what extent do you support or oppose making it legal for individuals to carry the following for self-defence purposes only?,552
"At your workplace: In the following businesses in the UK, do men or women tend to be paid more for the same work/role?",553
"In your sector/industry: In the following businesses in the UK, do men or women tend to be paid more for the same work/role?",554
"In the public sector: In the following businesses in the UK, do men or women tend to be paid more for the same work/role?",555
"In the private sector: In the following businesses in the UK, do men or women tend to be paid more for the same work/role?",556
"In large businesses (250+ employees): In the following businesses in the UK, do men or women tend to be paid more for the same work/role?",557
"In medium sized businesses (50-249 employees): In the following businesses in the UK, do men or women tend to be paid more for the same work/role?",558
"In small businesses (0-49 employees): In the following businesses in the UK, do men or women tend to be paid more for the same work/role?",559
"If there was a referendum now on whether the UK should or should not join the EU, how likely would you be to vote on a scale from 0 to 10, where 0 means you are certain NOT to vote and 10 means you are absolutely CERTAIN to vote?",560
"If there was a referendum now on whether the UK should or should not join the EU tomorrow with the question, 'Should the United Kingdom become a member of the European Union or not become a member of the European Union?', how would you vote?",561
"Table Summary - NET Improved: It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",562
"Table Summary - NET Worsened: It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",563
"Britain's interests generally : It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",564
"Your own personal finances : It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",565
"Your ability to work, travel and study : It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",566
"The UK's economy : It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",567
"The UK's global influence : It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",568
"The UK's ability to control its borders and immigration : It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",569
"The level of bureaucracy faced by UK businesses and citizens : It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",570
"Availability of goods and services to UK consumers : It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",571
"UK's relationships with its European neighbours : It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",572
"The unity of the UK : It is now two years since the UK transitioned out of its membership of the European Union and struck a new trade deal with the EU. Over the course of the past two years, to what extent do you think that Brexit has improved or worsened each of the following?",573
"Britain overall : During the referendum on the UK's EU membership, the Leave and Remain campaigns set out very different pictures of what Brexit would be like. Having seen the outcome of Brexit so far, do you believe the Leave campaign was right or wrong in how it described Brexit's likely impact on each of the following?",574
"On the economy : During the referendum on the UK's EU membership, the Leave and Remain campaigns set out very different pictures of what Brexit would be like. Having seen the outcome of Brexit so far, do you believe the Leave campaign was right or wrong in how it described Brexit's likely impact on each of the following?",575
"On disruptions to everyday life : During the referendum on the UK's EU membership, the Leave and Remain campaigns set out very different pictures of what Brexit would be like. Having seen the outcome of Brexit so far, do you believe the Leave campaign was right or wrong in how it described Brexit's likely impact on each of the following?",576
"On the UK's position in the world : During the referendum on the UK's EU membership, the Leave and Remain campaigns set out very different pictures of what Brexit would be like. Having seen the outcome of Brexit so far, do you believe the Leave campaign was right or wrong in how it described Brexit's likely impact on each of the following?",577
"On the impact on Northern Ireland : During the referendum on the UK's EU membership, the Leave and Remain campaigns set out very different pictures of what Brexit would be like. Having seen the outcome of Brexit so far, do you believe the Leave campaign was right or wrong in how it described Brexit's likely impact on each of the following?",578
"On the unity of the United Kingdom : During the referendum on the UK's EU membership, the Leave and Remain campaigns set out very different pictures of what Brexit would be like. Having seen the outcome of Brexit so far, do you believe the Leave campaign was right or wrong in how it described Brexit's likely impact on each of the following?",579
"Britain overall : During the referendum on the UK's EU membership, the Leave and Remain campaigns set out very different pictures of what Brexit would be like. Having seen the outcome of Brexit so far, do you believe the Remain campaign was right or wrong in how it described Brexit's likely impact on each of the following?",580
"On the economy : During the referendum on the UK's EU membership, the Leave and Remain campaigns set out very different pictures of what Brexit would be like. Having seen the outcome of Brexit so far, do you believe the Remain campaign was right or wrong in how it described Brexit's likely impact on each of the following?",581
"On disruptions to everyday life : During the referendum on the UK's EU membership, the Leave and Remain campaigns set out very different pictures of what Brexit would be like. Having seen the outcome of Brexit so far, do you believe the Remain campaign was right or wrong in how it described Brexit's likely impact on each of the following?",582
"On the UK's position in the world : During the referendum on the UK's EU membership, the Leave and Remain campaigns set out very different pictures of what Brexit would be like. Having seen the outcome of Brexit so far, do you believe the Remain campaign was right or wrong in how it described Brexit's likely impact on each of the following?",583
"On the impact on Northern Ireland : During the referendum on the UK's EU membership, the Leave and Remain campaigns set out very different pictures of what Brexit would be like. Having seen the outcome of Brexit so far, do you believe the Remain campaign was right or wrong in how it described Brexit's likely impact on each of the following?",584
"On the unity of the United Kingdom : During the referendum on the UK's EU membership, the Leave and Remain campaigns set out very different pictures of what Brexit would be like. Having seen the outcome of Brexit so far, do you believe the Remain campaign was right or wrong in how it described Brexit's likely impact on each of the following?",585
"The Leave campaign : Do you think, on the whole, each of the following told the truth more, or lied more, during the referendum campaign on what Brexit would be like?",586
"The Remain campaign : Do you think, on the whole, each of the following told the truth more, or lied more, during the referendum campaign on what Brexit would be like?",587
"Boris Johnson : Do you think, on the whole, each of the following told the truth more, or lied more, during the referendum campaign on what Brexit would be like?",588
"Nigel Farage : Do you think, on the whole, each of the following told the truth more, or lied more, during the referendum campaign on what Brexit would be like?",589
"David Cameron : Do you think, on the whole, each of the following told the truth more, or lied more, during the referendum campaign on what Brexit would be like?",590
"Based on what you know now, which of the following is closest to your view?",591
"When do you think, if at all, there should next be a referendum on whether or not the UK should re-join or stay out of the European Union?",592
"The UK and EU have been in talks for over a year to create a deal on the Northern Ireland Protocol, which aims to avoid a hard border between Northern Ireland and the Republic of Ireland, make sure of the integrity of the EU's single market for goods and facilitate unfettered access for NI goods to the British market. A deal is reportedly close to being reached. Which of the following is closer to your view?",593
"There have been reports that there could be red and green lanes for products and goods that go between Northern Ireland and Great Britain, the other countries in the UK. Green lanes are 'express lanes', in which goods will go through fewer checks and less paperwork than those goods heading for the Republic of Ireland. To what extent do you support or oppose this proposal?",594
Which of the following is closer to your view?,595
"Under the protocol Northern Ireland will continue to follow some EU trade rules, which may mean the European Court of Justice (ECJ) will have the final say on single market issues. To what extent do you think it fair, or unfair, that Northern Ireland will have to follow EU trade rules whilst the rest of the UK can create their own trade rules?",596
"Table Summary NET More : Thinking about each of the following former Prime Ministers, to what extent do you think that they should give their views on current affairs and UK politics more or less than they do at the moment?",597
"Table Summary NET Less : Thinking about each of the following former Prime Ministers, to what extent do you think that they should give their views on current affairs and UK politics more or less than they do at the moment?",598
"Liz Truss : Thinking about each of the following former Prime Ministers, to what extent do you think that they should give their views on current affairs and UK politics more or less than they do at the moment?",599
"Boris Johnson : Thinking about each of the following former Prime Ministers, to what extent do you think that they should give their views on current affairs and UK politics more or less than they do at the moment?",600
"Theresa May : Thinking about each of the following former Prime Ministers, to what extent do you think that they should give their views on current affairs and UK politics more or less than they do at the moment?",601
"David Cameron : Thinking about each of the following former Prime Ministers, to what extent do you think that they should give their views on current affairs and UK politics more or less than they do at the moment?",602
"Gordon Brown : Thinking about each of the following former Prime Ministers, to what extent do you think that they should give their views on current affairs and UK politics more or less than they do at the moment?",603
"Tony Blair : Thinking about each of the following former Prime Ministers, to what extent do you think that they should give their views on current affairs and UK politics more or less than they do at the moment?",604
"Former Prime Ministers in general : Some former Prime Ministers remain as Members of Parliament (MPs) once they are no longer Prime Minister, but others resign their seat and stop being an MP. Do you think each of the following should remain as an MP, or stop being an MP?",605
"Liz Truss : Some former Prime Ministers remain as Members of Parliament (MPs) once they are no longer Prime Minister, but others resign their seat and stop being an MP. Do you think each of the following should remain as an MP, or stop being an MP?",606
"Boris Johnson : Some former Prime Ministers remain as Members of Parliament (MPs) once they are no longer Prime Minister, but others resign their seat and stop being an MP. Do you think each of the following should remain as an MP, or stop being an MP?",607
"Theresa May : Some former Prime Ministers remain as Members of Parliament (MPs) once they are no longer Prime Minister, but others resign their seat and stop being an MP. Do you think each of the following should remain as an MP, or stop being an MP?",608
To what extent do you think it likely or unlikely that Rishi Sunak will fire Dominic Raab if he is found to have bullied civil servants?,609
"Tackling violence against women and girls : Do you think the government is doing enough, or is not doing enough, on each of the following issues?",610
"Supporting Ukraine in the war against Russia : Do you think the government is doing enough, or is not doing enough, on each of the following issues?",611
"Supporting Britons with the rising cost of living : Do you think the government is doing enough, or is not doing enough, on each of the following issues?",612
